"unitid","institution name","year","DRVEF2022.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of total enrollment that are Asian","DRVEF2022.Percent of total enrollment that are Black or African American","DRVEF2022.Percent of total enrollment that are Hispanic/Latino","DRVEF2022.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of total enrollment that are White","DRVEF2022.Percent of total enrollment that are two or more races","DRVEF2022.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of total enrollment that are U.S. Nonresident","DRVEF2022.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of total enrollment that are women","DRVEF2022.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of undergraduate enrollment that are Asian","DRVEF2022.Percent of undergraduate enrollment that are Black or African American","DRVEF2022.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are White","DRVEF2022.Percent of undergraduate enrollment that are two or more races","DRVEF2022.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of undergraduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are women","DRVEF2022.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of graduate enrollment that are Asian","DRVEF2022.Percent of graduate enrollment that are Black or African American","DRVEF2022.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of graduate enrollment that are White","DRVEF2022.Percent of graduate enrollment that are two or more races","DRVEF2022.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of graduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of graduate enrollment that are women"
"159601","Opelousas School of Cosmetology","2022","0","0","50","0","0","50","0","0","0","0","100","0","0","50","0","0","50","0","0","0","0","100",,,,,,,,,,,
"159647","Louisiana Tech University","2022","0","1","11","5","0","73","2","5","3","1","48","0","1","11","5","0","73","2","5","2","1","47","0","2","11","3","0","64","2","1","17","2","54"
"159656","Loyola University New Orleans","2022","0","3","18","18","0","48","4","4","4","3","66","0","3","19","21","0","45","5","3","4","3","67","1","4","17","11","0","57","2","7","2","4","65"
"159717","McNeese State University","2022","1","2","15","4","0","67","4","1","6","2","62","1","2","15","4","0","68","4","1","6","2","61","0","2","24","4","0","61","2","1","7","2","75"
"159939","University of New Orleans","2022","0","8","22","12","0","46","5","3","4","8","52","0","9","23","12","0","44","5","3","3","9","51","0","4","18","7","0","54","4","3","10","4","57"
"159948","New Orleans Baptist Theological Seminary","2022","0","4","12","7","0","60","0","16","0","4","33","0","2","16","10","0","48","0","23","0","2","40","0","6","9","4","0","70","0","10","0","6","29"
"159966","Nicholls State University","2022","2","2","17","6","0","63","3","7","2","2","65","2","2","16","6","0","62","3","7","1","2","64","2","1","20","4","0","69","1","1","3","1","79"
"159993","University of Louisiana at Monroe","2022","0","2","22","3","0","61","3","5","4","2","68","0","1","23","3","0","61","3","5","4","2","65","0","2","20","3","0","63","3","4","4","2","77"
"160010","Northwest Louisiana Technical Community College","2022","1","0","42","4","0","49","2","1","0","0","39","1","0","42","4","0","49","2","1","0","0","39",,,,,,,,,,,
"160038","Northwestern State University of Louisiana","2022","1","1","25","6","0","58","4","2","2","1","71","1","1","25","6","0","58","5","2","2","1","70","1","3","26","2","0","65","1","0","2","3","79"
"160065","University of Holy Cross","2022","0","3","24","9","0","35","4","25","0","3","75","0","3","16","9","0","33","4","33","0","3","72","0","1","41","7","0","39","3","8","0","1","82"
"160074","Franciscan Missionaries of Our Lady University","2022","1","4","18","6","0","68","1","2","0","4","79","1","3","22","6","0","64","2","1","0","3","82","1","6","9","5","0","77","0","3","0","7","72"
"160117","Pat Goins Benton Road Beauty School","2022","0","1","59","4","0","32","1","4","0","1","99","0","1","59","4","0","32","1","4","0","1","99",,,,,,,,,,,
"160126","Celebrity Stylist Beauty School","2022","0","0","92","0","0","8","0","0","0","0","97","0","0","92","0","0","8","0","0","0","0","97",,,,,,,,,,,
"160199","Pineville Beauty School","2022","2","0","2","2","0","93","0","0","0","0","98","2","0","2","2","0","93","0","0","0","0","98",,,,,,,,,,,
"160320","Aveda Arts & Sciences Institute-Covington","2022","1","1","26","14","1","45","1","11","0","2","97","1","1","26","14","1","45","1","11","0","2","97",,,,,,,,,,,
"160409","Saint Joseph Seminary College","2022","3","10","0","19","0","54","4","10","0","10","0","3","10","0","19","0","54","4","10","0","10","0",,,,,,,,,,,
"160472","LaSalle Tech","2022","1","2","22","21","19","30","0","0","6","21","92","1","2","22","21","19","30","0","0","6","21","92",,,,,,,,,,,
"160481","Fletcher Technical Community College","2022","4","1","24","7","0","57","5","1","1","1","70","4","1","24","7","0","57","5","1","1","1","70",,,,,,,,,,,
"160524","Remington College-Lafayette Campus","2022","1","1","71","1","0","23","3","0","0","1","73","1","1","71","1","0","23","3","0","0","1","73",,,,,,,,,,,
"160533","Southern University-Board and System","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160579","SOWELA Technical Community College","2022","1","1","23","5","0","62","4","3","1","1","53","1","1","23","5","0","62","4","3","1","1","53",,,,,,,,,,,
"160597","Stevensons Academy of Hair Design","2022","0","0","100","0","0","0","0","0","0","0","70","0","0","100","0","0","0","0","0","0","0","70",,,,,,,,,,,
"160612","Southeastern Louisiana University","2022","0","1","17","7","0","61","3","9","1","1","63","0","1","17","7","0","61","3","9","1","1","62","0","1","17","5","0","67","4","1","5","1","77"
"160621","Southern University and A & M College","2022","0","2","87","2","0","5","1","2","0","2","66","0","0","93","1","0","2","2","2","0","0","67","0","10","66","4","0","16","1","3","0","10","62"
"160630","Southern University at New Orleans","2022","0","3","87","2","0","5","1","1","0","3","71","0","1","89","2","0","5","2","2","0","1","71","0","15","75","1","0","6","0","1","1","15","71"
"160649","Southern University at Shreveport","2022","0","0","90","1","0","7","2","0","0","0","70","0","0","90","1","0","7","2","0","0","0","70",,,,,,,,,,,
"160658","University of Louisiana at Lafayette","2022","0","3","23","5","0","60","4","3","3","3","57","0","2","24","5","0","60","4","3","1","3","58","0","4","17","5","0","56","2","2","14","4","56"
"160667","Northshore Technical Community College","2022","1","1","29","5","0","63","1","0","0","1","52","1","1","29","5","0","63","1","0","0","1","52",,,,,,,,,,,
"160755","Tulane University of Louisiana","2022","0","6","9","9","0","60","4","3","10","6","61","0","5","7","9","0","66","5","2","6","5","61","0","6","13","8","0","48","2","6","16","6","61"
"160904","Xavier University of Louisiana","2022","0","4","80","4","0","5","4","2","2","4","77","0","2","86","4","0","1","4","1","2","2","78","0","9","56","5","0","19","3","5","2","9","76"
"160959","College of the Atlantic","2022","0","2","1","6","0","63","3","1","23","2","68","0","2","1","6","0","63","3","1","23","2","68","0","0","0","0","0","67","0","0","33","0","33"
"160977","Bates College","2022","0","6","5","9","0","62","8","0","9","6","53","0","6","5","9","0","62","8","0","9","6","53",,,,,,,,,,,
"160995","Beal University","2022","1","0","6","3","0","80","4","8","0","0","79","1","0","6","3","0","80","4","8","0","0","79","0","0","0","0","0","100","0","0","0","0","100"
"161004","Bowdoin College","2022","0","9","6","13","0","56","9","0","7","9","52","0","9","6","13","0","56","9","0","7","9","52",,,,,,,,,,,
"161022","Maine College of Health Professions","2022","0","1","6","0","0","81","5","6","0","2","92","0","1","6","0","0","81","5","6","0","2","92",,,,,,,,,,,
"161077","Central Maine Community College","2022","0","1","7","3","0","67","2","17","2","1","57","0","1","7","3","0","67","2","17","2","1","57",,,,,,,,,,,
"161086","Colby College","2022","0","10","5","8","0","56","7","4","10","10","52","0","10","5","8","0","56","7","4","10","10","52",,,,,,,,,,,
"161138","Eastern Maine Community College","2022","1","1","2","3","0","83","3","7","1","1","51","1","1","2","3","0","83","3","7","1","1","51",,,,,,,,,,,
"161192","Kennebec Valley Community College","2022","1","1","2","3","0","87","2","3","1","1","67","1","1","2","3","0","87","2","3","1","1","67",,,,,,,,,,,
"161208","The Landing School","2022","0","2","0","9","0","83","0","4","2","2","7","0","2","0","9","0","83","0","4","2","2","7",,,,,,,,,,,
"161217","University of Maine at Augusta","2022","1","1","3","4","0","81","4","6","1","1","67","1","1","3","4","0","81","4","6","1","1","67","2","5","2","2","0","79","2","5","5","5","55"
"161226","University of Maine at Farmington","2022","1","1","2","3","0","84","3","6","0","1","70","1","1","2","4","0","86","3","3","1","1","67","1","1","0","1","0","71","1","24","0","1","85"
"161235","University of Maine at Fort Kent","2022","0","1","4","4","0","77","4","4","6","1","70","0","1","4","4","0","76","4","4","6","2","70","6","0","6","0","0","81","6","0","0","0","81"
"161253","University of Maine","2022","1","2","2","5","0","79","3","4","4","2","52","1","2","2","5","0","82","4","3","2","2","50","1","2","2","3","0","67","2","11","12","2","62"
"161280","University of Maine-System Central Office","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"161299","Maine Maritime Academy","2022","1","2","2","4","0","83","2","5","1","2","20","1","2","2","4","0","83","2","5","1","2","20","0","5","0","5","0","84","0","5","0","5","21"
"161341","University of Maine at Presque Isle","2022","1","1","5","5","0","74","3","6","5","1","63","1","1","5","5","0","74","3","6","5","1","64","4","0","9","9","0","74","0","0","4","0","43"
"161457","University of New England","2022","0","7","5","2","0","76","1","8","0","8","70","0","6","4","2","0","77","2","9","0","6","69","0","9","6","2","0","74","1","7","1","9","72"
"161484","Northern Maine Community College","2022","2","1","2","2","0","86","2","3","3","1","51","2","1","2","2","0","86","2","3","3","1","51",,,,,,,,,,,
"161493","Empire Beauty School-Maine","2022","1","2","3","1","0","75","3","16","0","2","97","1","2","3","1","0","75","3","16","0","2","97",,,,,,,,,,,
"161509","Maine College of Art & Design","2022","0","5","2","3","0","75","8","7","0","5","77","0","5","3","3","0","75","8","7","0","5","77","0","4","0","7","0","77","5","7","0","4","77"
"161518","Saint Joseph's College of Maine","2022","0","2","3","6","0","79","2","7","0","2","63","0","1","4","6","0","80","3","6","0","1","62","0","3","2","8","0","76","1","9","0","3","63"
"161527","Spa Tech Institute-Westbrook","2022","1","3","6","1","1","85","2","1","0","4","91","1","3","6","1","1","85","2","1","0","4","91",,,,,,,,,,,
"161545","Southern Maine Community College","2022","0","2","10","4","0","76","3","2","1","2","57","0","2","10","4","0","76","3","2","1","2","57",,,,,,,,,,,
"161554","University of Southern Maine","2022","1","2","6","4","0","79","3","4","1","2","63","1","2","7","4","0","77","3","4","1","2","59","1","1","3","4","0","85","2","3","1","2","75"
"161563","Thomas College","2022","0","2","3","1","0","84","5","3","1","2","55","0","2","3","1","0","83","6","3","2","2","55","0","1","3","0","0","90","4","2","0","1","57"
"161572","Unity College","2022","1","1","5","9","0","71","5","7","0","1","79","1","1","5","11","0","71","5","6","0","1","79","1","2","7","3","0","69","5","13","0","2","80"
"161581","Washington County Community College","2022","7","0","1","3","0","79","3","7","0","0","63","7","0","1","3","0","79","3","7","0","0","63",,,,,,,,,,,
"161688","Allegany College of Maryland","2022","0","1","11","3","0","80","3","1","1","1","69","0","1","11","3","0","80","3","1","1","1","69",,,,,,,,,,,
"161767","Anne Arundel Community College","2022","0","5","18","11","0","52","6","7","2","5","60","0","5","18","11","0","52","6","7","2","5","60",,,,,,,,,,,
"161800","Award Beauty School","2022","0","0","39","15","0","46","0","0","0","0","73","0","0","39","15","0","46","0","0","0","0","73",,,,,,,,,,,
"161855","Baltimore Studio of Hair Design","2022","0","0","98","2","0","0","0","0","0","0","98","0","0","98","2","0","0","0","0","0","0","98",,,,,,,,,,,
"161864","Baltimore City Community College","2022","0","1","65","3","0","4","2","4","21","1","72","0","1","65","3","0","4","2","4","21","1","72",,,,,,,,,,,
"161873","University of Baltimore","2022","0","5","38","9","0","37","5","3","3","5","63","0","4","47","10","0","28","5","3","2","5","60","0","6","32","8","0","44","5","3","3","6","65"
"162007","Bowie State University","2022","0","1","81","5","0","4","4","2","3","1","63","0","1","83","5","0","3","4","3","1","1","62","0","2","67","4","0","11","3","2","11","2","69"
"162061","Capitol Technology University","2022","0","5","22","4","0","29","2","35","2","6","21","0","7","23","5","0","28","3","33","1","7","21","0","4","21","4","1","29","1","36","3","5","21"
"162104","Cecil College","2022","0","2","9","8","0","74","5","1","1","2","62","0","2","9","8","0","74","5","1","1","2","62",,,,,,,,,,,
"162122","College of Southern Maryland","2022","0","4","28","9","0","46","8","4","1","4","62","0","4","28","9","0","46","8","4","1","4","62",,,,,,,,,,,
"162168","Chesapeake College","2022","0","2","12","8","0","69","4","3","1","2","67","0","2","12","8","0","69","4","3","1","2","67",,,,,,,,,,,
"162210","Washington Adventist University","2022","0","3","39","22","0","4","3","17","11","3","65","0","3","40","24","0","4","3","18","8","3","64","0","3","33","10","0","6","3","9","36","3","72"
"162283","Coppin State University","2022","0","0","80","3","0","1","2","4","9","1","77","0","1","82","3","0","1","2","5","6","1","77","0","0","67","0","0","1","2","0","29","0","75"
"162335","Del-Mar-Va Beauty Academy","2022","0","2","63","4","0","26","4","2","0","2","100","0","2","63","4","0","26","4","2","0","2","100",,,,,,,,,,,
"162371","North American Trade Schools","2022","0","1","81","5","0","10","1","2","0","1","10","0","1","81","5","0","10","1","2","0","1","10",,,,,,,,,,,
"162557","Frederick Community College","2022","0","6","14","16","0","56","6","0","2","6","56","0","6","14","16","0","56","6","0","2","6","56",,,,,,,,,,,
"162584","Frostburg State University","2022","0","2","22","5","0","56","4","1","9","2","55","0","1","24","6","0","52","5","1","11","2","52","0","3","13","3","0","75","3","2","1","3","65"
"162609","Garrett College","2022","0","1","9","3","0","81","3","2","1","1","51","0","1","9","3","0","81","3","2","1","1","51",,,,,,,,,,,
"162654","Goucher College","2022","1","3","19","3","0","46","0","24","3","3","73","1","5","26","4","0","50","0","9","5","5","67","0","1","9","2","0","42","0","46","0","1","82"
"162690","Hagerstown Community College","2022","0","2","11","10","0","66","6","4","0","2","66","0","2","11","10","0","66","6","4","0","2","66",,,,,,,,,,,
"162706","Harford Community College","2022","0","4","17","7","0","65","4","1","2","4","60","0","4","17","7","0","65","4","1","2","4","60",,,,,,,,,,,
"162760","Hood College","2022","0","4","14","9","0","57","5","4","6","4","65","0","4","17","12","0","55","6","4","2","4","62","0","3","11","6","0","61","4","3","13","3","68"
"162779","Howard Community College","2022","0","13","30","14","0","26","6","5","5","13","59","0","13","30","14","0","26","6","5","5","13","59",,,,,,,,,,,
"162830","Aveda Institute-Maryland","2022","0","2","15","9","0","73","0","1","0","2","96","0","2","15","9","0","73","0","1","0","2","96",,,,,,,,,,,
"162928","Johns Hopkins University","2022","0","16","7","10","0","37","4","2","24","16","54","0","26","9","20","0","22","6","2","14","26","55","0","13","7","7","0","40","3","2","27","13","53"
"163028","Lincoln College of Technology-Columbia","2022","1","3","45","24","0","17","4","5","0","4","10","1","3","45","24","0","17","4","5","0","4","10",,,,,,,,,,,
"163046","Loyola University Maryland","2022","0","4","13","12","0","65","4","1","1","4","59","0","4","10","14","0","66","4","1","2","4","55","0","6","20","8","0","63","3","1","1","6","70"
"163204","University of Maryland Global Campus","2022","0","6","28","16","1","35","5","9","2","6","45","0","5","26","17","1","35","5","9","2","6","44","0","7","36","9","0","31","4","9","3","8","53"
"163259","University of Maryland, Baltimore","2022","0","16","19","9","0","45","4","2","6","16","73","0","20","26","12","0","33","5","1","4","20","83","0","15","18","8","0","48","4","2","6","15","71"
"163268","University of Maryland-Baltimore County","2022","0","19","20","8","0","31","5","2","16","19","47","0","23","23","9","0","32","6","1","5","23","47","0","7","9","4","0","25","2","2","52","7","47"
"163286","University of Maryland-College Park","2022","0","19","12","9","0","40","4","4","12","19","49","0","22","13","10","0","42","5","5","4","22","49","0","9","9","5","0","35","3","3","35","9","49"
"163295","Maryland Institute College of Art","2022","0","10","11","10","0","35","6","4","23","10","75","0","11","10","10","0","34","7","4","24","11","76","0","7","13","11","0","38","4","5","23","7","73"
"163338","University of Maryland Eastern Shore","2022","1","2","69","4","0","14","5","2","3","2","57","1","1","75","4","0","10","5","1","3","1","53","0","4","47","4","0","27","7","5","6","4","67"
"163347","Fortis Institute-Towson","2022","0","0","85","3","0","8","2","1","0","0","94","0","0","85","3","0","8","2","1","0","0","94",,,,,,,,,,,
"163408","Montgomery Beauty School","2022","0","1","34","60","0","5","0","0","0","1","84","0","1","34","60","0","5","0","0","0","1","84",,,,,,,,,,,
"163426","Montgomery College","2022","0","12","25","28","0","20","4","0","10","13","54","0","12","25","28","0","20","4","0","10","13","54",,,,,,,,,,,
"163453","Morgan State University","2022","0","0","69","4","0","2","3","11","11","0","62","0","0","71","5","0","1","3","13","7","0","62","0","1","57","3","0","7","3","0","29","1","60"
"163462","Mount St. Mary's University","2022","0","3","17","13","0","57","5","1","4","3","51","0","3","19","14","0","54","5","1","4","3","53","0","3","9","8","0","67","5","1","6","4","45"
"163532","Ner Israel Rabbinical College","2022","0","0","0","0","0","94","0","0","6","0","0","0","0","0","0","0","91","0","0","9","0","0","0","0","0","0","0","97","0","0","3","0","0"
"163541","Hair Academy","2022","0","0","92","4","0","4","0","0","0","0","56","0","0","92","4","0","4","0","0","0","0","56",,,,,,,,,,,
"163578","Notre Dame of Maryland University","2022","0","5","25","9","0","42","4","14","1","5","86","0","6","29","13","0","30","4","17","1","6","96","0","4","22","7","0","50","4","11","1","5","79"
"163657","Prince George's Community College","2022","0","4","61","18","0","5","4","6","2","4","63","0","4","61","18","0","5","4","6","2","4","63",,,,,,,,,,,
